	log2.quantNorm.TPM.centroid
KRT5	0.970309344345069
KRT6A	0.538876629107201
KRT6B	0.611314098422375
KRT6C	0.223935532784296
KRT14	1.08310781199783
KRT16	0.372167214718737
KRT17	1.13906413280313
KRT78	0.058895762237257
KRT80	0.859112805894442
KRT4	0.0971317478153373
KRT13	0.233019919033077
KRT15	0.37658416735909
KRT19	0.54504625198479
KRT23	0.443677410994906
KRT27	0.397370427482386
KRT75	0.0273408673408205
KRT79	0.17439120527188
KLK7	0.059885000780733
KLK4	0.38199794469409
KLK5	0.04740562083662
KLK8	0.025113211648504
KLK10	0.234533127326298
KLK11	0.0586618464737775
KLK13	0.490693948185273
SPRR1A	0.210424846688134
SPRR2E	0.122840602288106
LOR	0.0249207181630774
EVPL	0.33232425366356
SFN	1.00950491173976
SERPINB13	0.051707862192622
PPL	1.69014643869299
RPTN	0.0124995141922676
CALML5	0.0792429006047173
SPINK5	0.382311096096055
SPRR1B	0.22176238589526
SPRR2A	0.261318861405977
SPRR2B	0.0122672294411998
SPRR2G	0.0192753530699684
SPRR2D	0.818391229272252
SPRR2F	0.0192726173904861
SPRR3	0.256286434563145
LGALS7	0.305313463787804
S100A7	0.358904625410904
IVL	0.131089608186035
CDSN	0.48369392074556
FOXN1	0.0169004857833027
SCEL	0.121290485512265
OVOL1	0.278434595261486
BNC1	0.184459227933494
EHF	0.447517032527408
AKR1C2	1.00249230530308
FABP7	3.39393570688986
ACOX2	1.01656623220051
GABRA2	0.0945797950638521
GABRG2	0.0410954050322041
GABRR1	0.0857804321631483
GABRP	0.699356055136515
GABRQ	0.146484957388507
NCAM1	2.01990025852823
NCAM2	1.12537578065438
GFRA1	0.907956429392585
GFRA3	0.49755476020147
OLIG1	2.18049034271139
OLIG2	0.419471517443769
BAI1	1.04927097881261
BAI3	0.146072292061449
DNER	0.283872019964642
NRXN3	0.891759214443913
MAG	0.245302149722536
NTS	0.207183990015053
RTN4RL1	1.69399481690013
AQP4	0.124653570892417
CHRNB2	0.687368700227217
PMP2	0.657678105204191
MPZ	4.0840940370794
BDNF	0.606412891008919
GAD1	0.75003670590879
CNTNAP3	1.25560363866621
CDH2	2.70578862176249
SLITRK5	0.303068535673783
ISL2	0.36238418122665
MOG	0.259045478727401
PPP1R1B	0.654198651649228
GLRB	0.459189118799275
GRIK3	0.633265980729218
NPTX2	1.52749917987263
GRIA2	0.0706503120650875
GAP43	0.590091715449554
LPPR1	0.139186361545045
NDRG4	1.51672198676419
APLP1	1.82900386128691
NPTXR	1.99251713513143
NOVA1	0.474466818349398
NGEF	0.462586235804938
LRFN5	0.315151157680701
ENPP5	0.742843400653914
ENTPD2	0.342752523297583
MT3	0.637094845403181
PCDHA2	0.1703030543716
PCDHA3	0.325795263421456
PCDHA6	0.293349935030804
PCDHA7	0.386627429637692
PCDHA11	0.111186362535997
PCDHA12	0.102701825260696
PCDHA13	0.126952269629609
PCDHB2	1.64048842514959
PCDHB5	1.36787473890648
PCDHB6	1.24966877828205
PCDHB16	1.74814949238136
PCDHB17	0.28426830815702
PCDHAC1	0.160307878072119
PCDHAC2	0.323291274489099
RELN	0.28467491057172
POU3F3	1.64495449773994
POU6F2	0.00926654001753074
TRIM71	0.0377083412321123
FEZF1	0.0216902931168695
FRMPD4	0.0688169630413527
GPR98	0.92645094620361
LRRTM4	0.224570560292558
CHRDL1	1.38019937324251
SLITRK6	0.461434659530137
GPC4	2.4911931822519
GDNF	0.994871631777771
ALDH1A3	4.41595671665491
SDK2	0.735925909638107
ZNF711	0.416837440457808
NFASC	1.53108593470046
MAB21L1	0.283203504670713
ASTN1	0.0673594290712785
DOK5	1.26035755805294
RBM11	0.802891655578939
LIFR	1.14778540617859
SOX2	1.74785135747968
SOX11	0.181539177338574
HOXA7	1.54097677795582
HOXB9	1.43093389387812
HOXB13	2.02018273901165
HOXC12	0.0590934403327898
HOXD13	2.72193360429127
FOXA3	0.189191846318792
FOXP2	0.510287852335543
CNTN3	0.302634201152445
CNTN4	0.914738739305045
CNTN6	0.130633869959376
NRG1	0.405211258580508
SMOC1	0.402640119513418
DLK1	0.0109909168847365
SHISA2	3.0138443077994
DCDC2	0.888780985022258
TFAP2C	3.10557886892407
SALL1	0.387794335894425
MEOX2	1.32711456103949
EYA1	1.31963296292421
HAND2	0.56251490614455
TLX1	0.0310518427731188
TLX2	0.186717619188198
ABCB5	4.0809445115653
CXCL1	2.45863539589807
CXCL5	0.251614209819358
CXCL6	0.133774579272895
CCL20	1.35405684303135
IL11	0.555527771355004
KCNN4	4.67855985926622
REG3G	0.302075095673351
SPP1	7.82070060438117
RORC	0.651392343788271
GBP7	0.156809948865534
MAGEA5	0.0211235234042304
MAGEB1	0.0186784118402121
MAGED4	3.16582356789889
MAGED4B	2.97368277132309
PAGE1	0.00817414329278333
PAGE5	0.353414440110087
XAGE1D	1.21096842479756
CXORF48	0.0837081901474601
ANKRD45	0.792354643685158
DNAH2	0.785227084389722
DNAH9	0.484859514992749
DNALI1	1.26866134787241
SEMA3A	1.30916748202507
SEMA3E	0.191992710633488
KANK4	0.194213193352769
RHOD	2.39039933157629
STK33	0.232558187416837
FSD1	0.798520088673495
ARC	1.15569536746416
COCH	0.741854717946788
EFS	1.85751122984563
LOXL3	3.62302953592538
LOXL4	4.31097528926791
ITIH5	1.82408562116802
ADAMTS3	0.752279531887749
VIT	0.415088383577846
MMP16	1.91182261398626
LEPREL1	2.09672584174799
