	Proximal Inflammatory	Proximal Proliferative	TRU
KIF2A	0.227457656748104	0.013863993529902	-0.157631564558569
PUS7	0.2067208456503	0.248806441028004	-0.289059335364196
CSE1L	0.222039824149296	0.287703658079382	-0.314993237842134
SEC23A	0.534151994980514	0.0845369072886674	-0.228961449321941
HLA-DPA1	0.157920386942828	-1.28515293651906	0.479765232659364
IL8	0.871204447166338	0.140378507105252	-0.537247304091092
CLU	-0.732566535238295	-0.0431470675823161	0.634463148807158
A2M	-0.322729571490907	-0.489228694418465	0.511835672233063
UBE2V2	0.141514577347261	0.281750546825156	-0.253724155838989
ABCE1	0.273942689606405	0.204969784944413	-0.092153142381179
LRPPRC	0.0601724711426671	0.313940746261886	-0.122954146190434
FBP1	-0.242560185716982	-0.515810849113747	0.413570155395491
PTS	0.0236009206748345	0.356305638216983	-0.217387893997389
TXNIP	-0.0639965264755034	-0.683789268510904	0.450678533078172
SYNPO	0.018512226858132	-0.674003002031356	0.375609716801505
SLC39A14	0.184806736558499	0.233778918118025	-0.245246247115495
MRPL3	0.108566049771849	0.226387419038535	-0.152491946924427
FANCI	0.176275627402467	0.410096667516204	-0.659410907578774
NDUFS1	0.00680651753015598	0.482735726247764	-0.05777592954932
VRK1	0.244744907275915	0.435397384698435	-0.320361705429052
CPA3	0.231805009044605	-0.899653966197216	0.818461491183692
HMMR	0.565232725106948	0.507058076247071	-0.835009760646714
AGPS	0.240150366151551	0.217195977269789	-0.0302948736719139
COL5A2	0.525112771896798	-0.0594665415940068	-0.51153666349867
AOC3	-0.215132694305953	-0.459337614594443	0.482844453496119
CYCS	0.221031745391949	0.354767398678558	-0.191415654409885
PMAIP1	0.736511856691362	-0.0743929694484455	-0.475801442791978
KNTC1	0.04526598302329	0.173008995962178	-0.760444737304565
NPC2	0.0783438509474762	-0.599529011584342	0.678353814352517
HLF	-0.279180870103638	-0.361173216102964	1.18999604422178
CD1C	0.408732436373786	-0.378539763904684	0.988020913432066
TSPAN4	0.0142001915714336	-0.714760189513822	0.24572999011983
GTF3C3	0.125987141804456	0.26465009394191	-0.132279779843118
SLC39A6	0.050469802686337	0.391356282117263	-0.149212009049504
LAMP3	-0.496793398630911	-0.256371966451432	0.873756320557257
PRKDC	0.189090249078024	0.267544234310049	-0.268314068952159
VIPR1	-0.582827600083212	-0.301898349637107	0.65268091683759
CHORDC1	0.0654168485172626	0.295138546159613	-0.38253958369473
VRK2	0.250070272033777	0.119507760601687	-0.210014543092628
ODC1	-0.22309078839596	1.69672780163319	0.171585517376853
CD74	0.181034795418041	-1.42467490188644	0.601696209457548
HLA-DRA	0.220834997332191	-1.37912047804454	0.299692149913567
HLA-DMB	0.197566506410158	-1.08615879823551	0.368610900651739
FGL1	0.169224849829819	3.81358321087638	0.058353246004909
CD52	0.0462791082266587	-0.872055790599489	0.349895344608404
TYROBP	0.319168314060846	-0.964574933891749	0.0603167833111741
ITGB2	0.304125229011024	-1.33035883870007	0.104278351537554
FXYD5	0.244945797712373	-1.02572035447958	0.141387453575844
COLEC12	0.100506955061195	-0.847022604419123	0.66085721553877
CD37	-0.0157014892900811	-1.01669304664293	0.240006208902871
EMP3	0.309825015597433	-0.709314950305097	-0.074149790578323
TLR2	0.224389337086705	-0.975170218078464	0.667209972850127
PLA2G4A	-0.0086160503633159	1.33233321193913	-0.03274344944491
ALOX5AP	0.585997363519813	-0.900816169336858	0.20138960107709
FGG	-1.41989815033375	2.71288868529788	-0.666331823932005
TPSAB1	0.0387682817977907	-1.05468676553974	0.705504244669472
DNAJC12	-0.44628254406688	1.16828880047579	-0.533446019677941
VIM	0.399043230709197	-0.744181529570453	-0.0513950854341313
AIM1	0.575716613712593	-1.11335845270521	0.119638879790454
HLA-DRB6	0.194733423817752	-1.35336834197224	0.357952043914256
MARCO	-0.0842072344809792	-1.36601841721921	0.104982916418342
HAL	0.13451170725528	1.7031515349018	0.0831807156275866
LY86	0.332482855578627	-0.821323065461864	0.396554427003839
CPE	0.0439111364043073	1.12258463912406	-0.338445611426406
CAV1	0.458353486010228	-0.297336606394052	0.317130415467646
HCK	0.308431546948562	-0.800527036932998	-0.0444413187832211
ITGAM	0.445381897178651	-0.872233632126834	0.107945788442768
DAB2	0.26388930233901	-0.484599437096387	0.178069389627307
KIT	-0.499682447214683	1.48384240115621	0.189127128572561
ARHGDIB	0.0320660068783643	-0.621077555326663	0.342761691042227
CSF1R	0.391234320286569	-0.92850876655988	0.0943071363229245
RNASE6	0.365246149235183	-0.707088200624953	0.222708202864657
CTSO	0.0165058108474573	-0.424972343702509	0.399629272236767
VSIG4	0.426555497324244	-0.870012898696686	0.00792116993382592
RAC2	0.279209298592287	-0.787607986070918	0.0957265040160797
AKR1C2	-0.262461815914128	4.32958715436281	0.499001418902041
NCF2	0.442668797770329	-0.693727311300027	0.0203344415766884
RARRES3	0.0697139004824804	-1.01402438015515	0.413408146681559
S100P	-1.21358712279542	2.168789307956	-0.967875849523215
TREM2	0.527759359279189	-0.883796929698223	0.38191335247397
FLNA	0.0957174154815067	-0.972478601533645	-0.0524448485974421
F13A1	0.67969087707871	-0.635689503079235	0.370995388661564
SLC15A3	0.121480170963979	-0.837686886578366	0.107628388111963
LST1	0.399499088924246	-0.824702648568551	0.254373249408224
CORO1A	0.0953193432617442	-0.799101334229701	0.0381628380025619
CAPG	0.173444817240637	-0.583436667618783	0.0330005080804192
KIAA1598	-0.314517378127772	0.563387720176749	-0.0354133632348376
C1QB	0.34584304449833	-1.08246087839401	-0.24820686364973
CD4	0.210507386990484	-0.737242459382616	0.162394872853605
TGFB1	0.210691599406725	-0.802371193277819	0.0936672619800413
RFK	0.0197988167161624	0.659583480103981	0.0394745876355982
C1QA	0.261162349306387	-1.07543299968017	-0.254701018509267
MNDA	0.465398170404006	-0.869510953085752	0.20902124346676
CD44	0.227225534655714	-0.718242420634554	0.160310844449575
CCT3	0.0813896137170362	0.362430047254004	-0.27515537635432
CCL19	-0.234519946861437	-1.06453223348654	0.487557373204441
IL7R	0.186626777109452	-0.558719284211911	0.182548623217057
TESC	-1.63974466284449	1.37463225539692	0.0286759422130326
LAPTM5	0.283641027562804	-0.854434725188886	-0.0267419463992212
PCP4	0.735329135706411	1.25708882039982	0.360813306776725
AACS	-0.185580946013855	0.341154415248926	-0.153559596964217
NCF4	0.162305761616515	-0.841177180463325	0.0574888912284966
LTB	-0.127644961823663	-0.792003822672027	0.162239906475321
FOLR2	0.338036393084108	-0.791937064740213	0.316015317323671
GMFG	0.206314358679484	-0.56609829101062	0.114670637125795
MYLK	0.168107154775654	-0.346813037733724	0.0716670907607398
MMP7	0.887601715628506	-0.775432057129112	0.6634248098156
CHIT1	0.00442520405175425	-1.1281241215211	0.744363438708809
RASSF2	0.0455865764212077	-0.430821334222981	0.324661913894241
CHL1	-0.305430517144572	1.05737767800724	0.194769615664981
PDLIM2	-0.0156213680269727	-0.442683679284299	0.236616673939231
SEH1L	0.105288386032716	0.311279194928714	-0.0961419275850115
NUPR1	-0.186114508029826	-0.595705725965927	0.250962031486212
ALOX5	0.269640493270437	-0.798778123733063	0.166301338494815
CHD7	-0.0560230288071881	0.356630953991257	-0.337489220416221
CPVL	0.26637254675391	-0.775094178600831	0.189311750909576
TSNAX	-0.0302646783718385	0.523334457138542	0.0657917910123494
BNIP3	-0.0834276114050392	0.355150945800308	-0.292476875015994
DCN	0.16247419045714	-0.636674912171803	0.167074216194448
IRS2	-0.196907029486609	1.14926416313521	0.254730278073117
MS4A6A	0.414027450160079	-0.813466813153278	0.0321412773729254
CD14	0.431093661464224	-0.808497071721087	-0.129925354813431
LGALS9	-0.0132675226832448	-0.919839941527377	0.385925153537614
LPXN	0.305967380961351	-0.5002224862045	0.111559920846833
SERPING1	-0.036758404191463	-0.643903836451865	-0.083131847659067
TGFBI	0.96339053893449	-0.667340337062551	-0.187854002010892
FCGR2A	0.564543465283472	-0.616177606006599	0.193631849601473
CCL13	0.662152189179895	-0.871241074579032	0.30892950448443
CD59	0.242655506092397	-0.314018226974852	0.507725147221099
LMO2	0.182418119173404	-0.154078098419696	0.24419569512726
FCER1G	0.370930769008411	-0.812681530013756	-0.134842856772649
PAPOLA	-0.0444815537828358	0.477331525443935	-0.0753374453394075
GYPC	0.0615951384534941	-0.491072888663156	0.211415178419305
MYL9	0.0757063385673317	-0.486146023373719	-0.0357935418037394
IL2RG	0.043309367302437	-0.556674637128627	0.0903126534870127
IMPA2	-0.434676473571821	0.480784140947021	0.0156911993666432
NCKAP1L	0.270329822321126	-0.755334412043466	0.0595393618890303
HLA-E	-0.0188644789115275	-0.594623257115992	0.245308191438734
PIR	-0.393993536549407	1.0083644172831	-0.101813413403698
GNAI2	0.146720328270735	-0.539437412664395	0.0811019534530726
C3AR1	0.513803398028203	-0.727752411551701	-0.00449429813878195
GAS6	-0.0436929911193192	-0.660901310524381	0.280251396638312
CD83	0.00802782136563101	-0.756374559967375	0.328014898222843
IRF8	0.128933813680793	-0.518228592522882	0.232836362642249
CD48	0.228010868733275	-0.461683662782733	0.408675206592406
SLMO2	0.190095987906615	0.383799301399726	-0.0256268384045004
LCP1	0.224131468589855	-0.567973836171387	0.112417518016204
PAEP	0.94377692716992	2.36844109032923	-0.284349474190038
APOC1	0.100253014439898	-0.737549190367778	0.00516645014267166
CLEC7A	0.361459907512838	-0.840976833649612	0.0472071688416679
LY6E	0.157435085857398	-0.791046702543653	0.340057468826189
CD53	0.249504717796834	-0.759899397264885	-0.00801646460616145
UCHL1	0.288415162251995	1.87938576374731	-0.734081057209718
CCL2	0.480068941666872	-0.578378325279658	0.0702210630891124
LOXL1	0.215246141529998	-0.498950300326013	0.0696605387145127
TNC	0.840078046351094	-1.1530355030679	-0.0462205821796629
PTP4A1	-0.194593407620379	0.613484143349685	0.0417425784941019
DPYD	0.38034678530919	-0.821554827556003	0.302646771574178
GPX2	-0.644544887349917	3.63417841121398	0.628793483150494
SH3BGRL3	0.320867256469657	-0.499240383160699	0.0296164583033902
SRPX	0.298191341982626	-0.163776816963999	0.397291301854797
MUC4	-0.807807873831276	0.529928043418604	-0.4516021471998
AEBP1	0.201208527203502	-0.674780713605014	-0.0411572469749347
LSP1	0.266468011206969	-0.872686619046289	0.194842198924275
CD2	0.224321427621808	-0.507119214424624	0.150905343434497
ACP5	-0.0459046887396505	-0.728795523122716	0.0982489354555979
TRIM22	-0.0435210726815846	-0.766663757062743	0.38985310844241
PMP22	0.109075411353236	-0.409762782039702	0.115925098024442
TNFRSF12A	0.471691772172779	-0.836018961470953	-0.00925654362089757
RGL1	0.213114058319222	-0.454545747012106	0.450235707629186
SLIT2	0.248970857450826	-0.258467413358522	0.409549283342757
PLAU	1.13930709458058	-0.840286843428176	-0.392244551171657
DSE	0.619589355907986	0.00770961662975049	0.03179441000576
SNAI2	0.835604135774824	-0.0463405950873449	-0.225675063241325
GBP1	0.64989559265141	-0.466087039399974	-0.29294635048131
FAP	0.715629049637288	-0.345467571349237	-0.255539894339765
CXCL10	1.00537392603841	-0.393530094312252	-0.358004907285277
PGC	-1.44571763344332	2.05686152738235	2.09386221024234
AIM2	1.40138297918696	-0.253612327506157	-0.0259676085170778
SRPX2	0.883682556710909	-0.375496036942913	-0.23110950523662
LGALS1	0.726728572223663	-0.443421524359468	-0.297347402968369
FSCN1	0.659363430599291	-0.361298943287429	-0.405102780965902
S100A8	0.625489396705346	-0.492570951801216	-0.479597608015369
VCAM1	0.730371921569024	-0.344834409883224	-0.23843995784398
TFF3	-1.22422714831115	1.39478515707471	0.32690831036843
UNC13B	-0.633397568991739	0.29318302611288	0.285607296431891
CD163	0.48546705267025	-0.784133200419801	-0.125315076412257
CXCL9	0.531234961967675	-0.643755020866185	-0.377798918240229
OLFML2B	0.478086605197691	-0.182206306682765	-0.379387315926683
TACC2	-0.49016418448156	1.03999693096695	0.389107977510301
TMEM158	0.776697423185498	0.172680392107781	-0.327891084726463
AQP3	-0.605095664410622	0.0596341275219062	0.867574824752423
CCL8	0.979672875620775	-0.0107553890312157	-0.189009074376224
TUBB6	0.489007200265506	-0.300048175148551	-0.141690065737795
CIT	-0.694722987561119	1.07923602132493	0.733676498688175
TOX3	-1.03075657945862	0.21629619700927	0.245738780993305
SFTPB	-2.42164467194141	0.0151126173089736	0.92624153025796
TDO2	0.578071565890723	0.0990406325661934	-0.424881464677818
PLA2G10	-0.837046694004713	1.06560830255595	1.40174735229571
RAP1GAP	-1.20370776003783	0.177283678743318	0.934651210144571
G0S2	0.507946510462249	-0.671220610619736	-0.161711441680604
TNFAIP6	0.832327081834063	0.0304253028127413	-0.401019916499641
COL6A2	0.280517971753826	-0.80209302940149	-0.428557122117029
BCL2A1	0.500385620379276	-0.574779597750542	-0.17615047706805
RND3	0.522016962062832	-0.52368771443513	-0.276098427850983
CTSK	0.601245767730087	-0.502303353733401	-0.217181512832514
SLC44A4	-0.980708747158922	-0.104699777161939	0.534325882069925
CDH3	0.803713721752976	-1.36000894104233	-0.180320513189477
IFI16	0.434171986751987	-0.569320523373752	-0.123779855859266
MAFB	0.43359176052939	-0.611317782787819	-0.103581835998801
GBP2	0.424306452704229	-0.507687031842186	-0.00860417331465549
S100A2	1.43098326614685	-0.41106714722258	0.0267342617286266
LAMB1	0.249652769195353	-0.169084762660752	-0.302335327334857
MS4A4A	0.471003165362862	-0.62673299051208	0.0958263861950234
TSPAN8	-1.35413959962339	1.18916347796108	0.751519712980178
SPINK1	-0.969108479655526	2.40321391487251	1.2194119526796
CDA	1.27588277605271	-0.355289639643531	-0.0628674775605345
COL5A1	0.328363127210203	-0.372919423930129	-0.390623347183442
MT1X	0.610001075617791	-0.547338778741209	-0.0276779617392543
CCDC109B	0.660378693415706	-0.597897611266085	-0.21345693887688
COL15A1	0.489694477616592	-0.241918652825871	-0.357575191965282
SLAMF8	0.533573196717295	-0.650166833803506	-0.103243420104877
CST6	1.12707024140736	-1.57575726400341	0.0211824576132722
ANXA1	0.557690581644581	-1.02312314614943	-0.0325162454212372
FCGR1A	0.664727616145794	-0.638620111558445	-0.185093009477448
PSMB9	0.480526415476131	-0.445550470898224	-0.0875146386695562
TPM4	0.305503575065956	-0.409441890639861	-0.0758506340356535
COL1A1	0.559181333634116	-0.653718772085596	-0.704611301817835
LCP2	0.375282822773301	-0.550585295578379	0.0236527902650072
SERPINE1	0.577879158133829	-0.365728796701382	-0.289864066700268
GLIPR1	0.615208432196725	-0.475733855924809	0.043407769777033
SAMSN1	0.438366063311766	-0.417884593721723	0.0130520991489691
GPRC5C	-0.805193742399339	0.0790991345636185	0.524083488645901
GZMB	0.537191993132518	0.0217668019097971	-0.645593386218468
MMP9	0.569255136457492	-0.621820675879524	-0.616350308619302
RGS10	0.663604384713972	-0.535859603523075	-0.00921706639983714
CLEC2B	0.680881272260551	-0.2942344694006	0.0627458693582965
MMD	0.638248186212075	-0.219982999222705	-0.424809738245528
FGL2	0.407955913102301	-0.650437170409477	0.299409802958645
TFCP2L1	-0.831604552674439	0.75180105183264	0.341846488972816
APOBEC3G	0.325850197540075	-0.559873899717383	0.0921248565163727
ARNTL2	0.928708519040675	0.150079505741873	-0.524828225281842
GFPT2	0.690685429836068	-0.159126453258949	-0.289760872264727
GJB1	-1.49127656003535	0.725678705913185	1.31874551740065
SNX10	0.451043115445219	-0.384141812471027	-0.135239536092274
ALDH3A2	-0.613408651436528	0.476062441859686	0.292923858487465
NID2	0.557035333722155	0.0804616703770206	-0.372857375740608
CORO1C	0.365863940183243	-0.255688421272161	-0.0798667110669477
TFEC	0.442365550140159	-0.342510450660362	-0.0498497667594505
CCL4	0.611107620186093	-0.409411423525827	-0.290850931461998
EVI2A	0.531639375710833	-0.496682372258442	0.224590230929409
ERBB3	-0.389347657585698	0.288769033418649	0.367749596776031
RAB31	0.525720919650976	-0.19765063363357	-0.0560570111120287
MMP11	1.12722662009429	-0.41236984025857	-0.213180147414753
LRRC15	1.03105558233757	-0.268815331771371	-0.172658832660702
PLAUR	0.473515313423423	-0.587677995531636	-0.294665662980948
KIAA1324	-1.43180657888574	0.982483052070508	0.847953666663644
WIF1	-0.250411833997527	0.969144548213659	1.53799576393516
CCL5	0.31188159799709	-0.485547080934809	0.0172500411230536
MAOA	-0.761169228345931	0.603485063644726	0.697753350426756
ZDHHC11	-0.26787020125698	-0.25036876402047	0.365841730869583
TMEM45A	0.635064668335872	0.100245124428778	-0.163703742472255
SLC16A3	0.439834381559615	-0.513218816588227	-0.491016149568246
MMP1	0.806262850274596	0.0818183065567018	-0.326073976285962
EFNA1	-0.421778615027419	0.0485927596472854	0.114425034815647
FAS	0.633434615045705	-0.728139638184967	0.202555305526942
MT2A	0.662547538140435	-0.878410875712242	-0.301511201054516
SRGN	0.309006530162964	-0.358486467536272	-0.0538439188103007
UBE2L6	0.27169204492962	-0.369611847395749	-0.028280992540868
NKG7	0.343283972156903	-0.24608005240667	-0.218485875800038
THBS2	0.764844107966241	-0.189550566909189	-0.40470072718595
SLC2A3	0.344111885529465	-0.15562108602295	-0.243157053083483
COL3A1	0.549267743143972	-0.366689786020346	-0.640715841500648
SCNN1B	-0.761756045962431	-0.414623551140628	0.793714495100429
CASP4	0.261996442879635	-0.362908322495784	0.114069746460349
CDCP1	0.419094339178215	-0.399190091695618	-0.0885872339661777
MXRA5	0.615603392016413	-0.276298146958008	-0.326541469665749
CLEC4A	0.57278356326772	-0.517305150534779	0.120308516164493
ITGA5	0.507901977247918	-0.256739312310609	-0.366096989702017
SPOCK1	1.18842444769453	0.214024603452139	-0.230466641806506
TOB1	-0.436084082747916	0.3475539429283	0.54464103650767
NEDD4L	-0.339497291336358	0.536753858602176	0.413084262899867
COL1A2	0.469517122970256	-0.35124839354476	-0.538223092159802
IFI35	0.193611718117099	-0.330930605348282	-0.100447870615226
