	log2.quantNorm.TPM.centroid
CX3CR1	1.24288903496738
FKBP3	6.04268920207548
NUP155	3.34098162928479
GOLT1B	4.71099042583973
YES1	4.39929894785701
FXYD1	2.83030826799453
HLA-DRB1	9.18519929320465
NUP37	4.53552111937372
SNRPG	7.0262500930012
HOXD1	2.19356580960418
DMBT1	4.49145806440942
OLA1	4.67613197997214
FOXA2	3.8269846618233
AUTS2	3.93733120819275
VCAN	5.28711541889318
ZC3H15	5.53133622936816
DBF4	2.35842158204524
MSH2	4.18842228949882
MEMO1	4.40773479037882
NRAS	4.68462183999659
NME1	7.52800394312846
FBLN5	4.63039498674189
CBX7	3.50645342032815
HBA2	5.55385258240743
STEAP1	4.37336841410966
DARC	3.57311878414484
MRPL15	5.39434813192957
TOPBP1	3.48946972009405
DNM1L	4.22730287229863
LEPREL1	2.98458205940258
IARS	5.3125257759989
KIAA0101	3.92587507566482
HMGB3	6.23248232735418
KIF2A	3.81582951754444
PUS7	3.24077790192016
CSE1L	5.28661911815796
SEC23A	4.5705102914495
HLA-DPA1	9.31282647130676
IL8	5.13837297729517
CLU	6.77419273129645
A2M	8.70738536266135
UBE2V2	5.37253148264316
ABCE1	4.59896005144346
LRPPRC	5.03304058160674
FBP1	6.43741069465953
PTS	4.5539766507587
TXNIP	8.22375364443339
SYNPO	4.88846612743941
SLC39A14	3.93917014787465
MRPL3	6.28900906802641
FANCI	3.32109455348181
NDUFS1	4.82118058549189
VRK1	3.42506567892305
CPA3	3.88556557932752
HMMR	2.71212536977373
AGPS	3.53144135061327
COL5A2	4.98910175846377
AOC3	4.25502403630182
CYCS	5.0303665388688
PMAIP1	3.63794520562353
KNTC1	2.6032707380298
NPC2	9.62676272114324
HLF	1.97807002918931
CD1C	1.37298830408981
TSPAN4	5.91862260906029
GTF3C3	4.04004198915583
SLC39A6	5.01743291181548
LAMP3	4.88377964083844
PRKDC	4.37640916737793
VIPR1	2.95459648640863
CHORDC1	3.37061264624379
VRK2	4.28023404341508
ODC1	6.6789437395118
CD74	12.1254338127275
HLA-DRA	10.6558526774428
HLA-DMB	7.00830647805784
FGL1	1.66997101337766
CD52	7.05667347725125
TYROBP	7.70993711162827
ITGB2	6.45525290521011
FXYD5	7.3502709242284
COLEC12	3.80058208383843
CD37	5.22310354622585
EMP3	6.1302614506194
TLR2	4.68664899107242
PLA2G4A	3.80764034134122
ALOX5AP	5.96901184688564
FGG	5.3110191327565
TPSAB1	4.80279395623652
DNAJC12	4.03670200932059
VIM	9.2026030912766
AIM1	4.03336837632467
HLA-DRB6	6.07312120501448
MARCO	4.73137497256228
HAL	0.858318605958955
LY86	4.39777353277355
CPE	5.37201808228689
CAV1	5.55895330235029
HCK	4.46701009136303
ITGAM	3.38435862655786
DAB2	4.38707987506997
KIT	3.34495969676165
ARHGDIB	8.21193013939396
CSF1R	4.87908229323561
RNASE6	4.67613197997214
CTSO	4.74118866772839
VSIG4	5.03259370916926
RAC2	6.1089273097076
AKR1C2	3.3473279014156
NCF2	4.5011792455572
RARRES3	7.23260607914689
S100P	7.95863564988773
TREM2	4.88932507943108
FLNA	8.16226946245815
F13A1	3.89630382221825
SLC15A3	4.92111256407167
LST1	5.17400406017158
CORO1A	6.08315846818959
CAPG	7.85805374989639
KIAA1598	4.47281006732485
C1QB	8.1547153450086
CD4	5.66833984740569
TGFB1	5.56463333106863
RFK	4.29455679105685
C1QA	7.91175988060227
MNDA	3.93363778466828
CD44	6.54247165188866
CCT3	7.69205051713057
CCL19	5.30602084667781
IL7R	3.34137667047408
TESC	5.53526137735572
LAPTM5	7.51473062087637
PCP4	2.57609809498697
AACS	4.28852098544994
NCF4	4.23479099543404
LTB	4.75927516553003
FOLR2	4.63438707144883
GMFG	5.67136159879312
MYLK	5.02411175369951
MMP7	5.7600271544865
CHIT1	4.18953836304004
RASSF2	3.26016750897992
CHL1	2.13840099432087
PDLIM2	4.6672705314392
SEH1L	4.36841985355377
NUPR1	6.98325813956459
ALOX5	4.54768980592156
CHD7	2.26607408565419
CPVL	4.76092881130517
TSNAX	5.01341000024712
BNIP3	6.15598616843462
DCN	7.71764283975058
IRS2	3.01899587069072
MS4A6A	5.51685132726099
CD14	6.43938660260984
LGALS9	6.27135545206932
LPXN	4.21308827333732
SERPING1	7.94596170898086
TGFBI	7.33690461285062
FCGR2A	5.5207380981577
CCL13	4.14936099451697
CD59	6.35241232001387
LMO2	3.38475108460442
FCER1G	7.02926734663166
PAPOLA	6.03816508017943
GYPC	4.7679582407209
MYL9	7.48644730172786
IL2RG	5.54088002054998
IMPA2	6.22311725788441
NCKAP1L	3.76407540139972
HLA-E	8.83174869478149
PIR	3.93769560608725
GNAI2	7.58948861181824
C3AR1	4.09408824515781
GAS6	5.66413919226116
CD83	4.02486572883437
IRF8	3.77861966487987
CD48	4.68502906850355
SLMO2	5.67803301944882
LCP1	6.38523843490403
PAEP	2.59699594891329
APOC1	8.50698230106179
CLEC7A	3.87891265410066
LY6E	8.7995655988577
CD53	5.93829873185003
UCHL1	4.32969625408624
CCL2	6.34039082308895
LOXL1	5.24390552527811
TNC	5.12673626856241
PTP4A1	6.26261355840363
DPYD	4.02449521769107
GPX2	3.2395657657381
SH3BGRL3	8.15847285920426
SRPX	2.49918640082789
MUC4	4.54808330611128
AEBP1	7.01872540782983
LSP1	5.88818359382835
CD2	4.1534284030258
ACP5	6.60304276994521
TRIM22	5.15661018955631
PMP22	5.89778786803524
TNFRSF12A	6.83805673616245
RGL1	3.71168872136145
SLIT2	1.87258333278729
PLAU	5.9603599541207
DSE	4.18432155903393
SNAI2	2.57413566721492
GBP1	4.89876123127522
FAP	3.84665477644719
CXCL10	4.73628772894469
PGC	4.75968582564329
AIM2	2.14773553557348
SRPX2	3.73643278064561
LGALS1	9.14250457353733
FSCN1	5.5240765300525
S100A8	5.99077973018108
VCAM1	4.00677465397404
TFF3	5.86095634394295
UNC13B	4.58511217256756
CD163	4.67855985926622
CXCL9	4.94363397758161
OLFML2B	4.11409961846921
TACC2	4.79735856050622
TMEM158	1.51882314568243
AQP3	7.84059100617522
CCL8	1.94905414132141
TUBB6	5.67803301944882
CIT	3.3800400700633
TOX3	3.45035770733343
SFTPB	11.7790236902635
TDO2	1.99393480220479
PLA2G10	3.07384730498737
RAP1GAP	4.83082725803183
G0S2	4.69718165495602
TNFAIP6	2.33552898968615
COL6A2	7.49721635247314
BCL2A1	4.17240110483431
RND3	4.04781231428216
CTSK	5.65036793576251
SLC44A4	5.96395748455265
CDH3	4.85784219123796
IFI16	6.46323694998106
MAFB	4.21944735000687
GBP2	5.58756811817975
S100A2	4.23254871335663
LAMB1	5.39799902639931
MS4A4A	4.24004026757957
TSPAN8	5.17683416845271
SPINK1	5.88337814747401
CDA	3.2395657657381
COL5A1	5.23080631623685
MT1X	6.70948088685926
CCDC109B	4.17538966646671
COL15A1	3.61148520552515
SLAMF8	3.92143061790544
CST6	4.4138506199505
ANXA1	8.11797860908725
FCGR1A	3.00740435407563
PSMB9	6.10499830248286
TPM4	7.88457166995284
COL1A1	8.69569113266136
LCP2	4.29116443573203
SERPINE1	5.05551802029748
GLIPR1	3.96873405980297
SAMSN1	3.54064355734093
GPRC5C	5.90333647020235
GZMB	3.66471265202706
MMP9	5.2235905199055
RGS10	5.7278690065963
CLEC2B	3.16975010414253
MMD	3.85000226090897
FGL2	3.73979950811084
TFCP2L1	3.0793287829915
APOBEC3G	3.88593255338025
ARNTL2	2.62542363606791
GFPT2	2.68111435927239
GJB1	3.07511841726205
SNX10	4.14267564796699
ALDH3A2	5.81169450764443
NID2	2.39091966749199
CORO1C	5.57777624155245
TFEC	1.68837285431444
CCL4	4.50233696728192
EVI2A	4.04595924996281
ERBB3	6.40431902025307
RAB31	5.5207380981577
MMP11	5.06452463324569
LRRC15	2.11914199812695
PLAUR	6.18957769856841
KIAA1324	4.2138387253876
WIF1	1.77701144212685
CCL5	5.61488266274128
MAOA	5.13977275328666
ZDHHC11	1.86157231447662
TMEM45A	4.06778841625125
SLC16A3	6.76918989006193
MMP1	4.37526815859696
EFNA1	7.41948411525333
FAS	3.65077834276164
MT2A	8.83839401366188
SRGN	7.13123654550846
UBE2L6	6.86591015637698
NKG7	3.98423478476755
THBS2	4.99613742805436
SLC2A3	4.24527811648314
COL3A1	8.43451272401713
SCNN1B	4.67572618326674
CASP4	6.39664673431489
CDCP1	4.17240110483431
MXRA5	3.90812213138248
CLEC4A	2.63546721647662
ITGA5	4.87568473197682
SPOCK1	1.22630629171414
TOB1	5.80579958005998
NEDD4L	4.02375568373803
COL1A2	8.37944465153689
IFI35	5.63488886286991
PRSS23	6.32944368117313
CD99	7.03078960840941
ACTN1	6.1318507886382
CCDC90B	4.62399382934463
GZMA	3.94916137137824
NMI	4.94755816099947
CYBB	5.02545276755447
CHST11	3.5417997819994
MCF2L	2.86090937842922
ATP1B1	8.33965718538505
PLEKHO1	5.39383351667199
LHFPL2	4.07001228867315
PCOLCE	6.16249828061329
TMC5	5.26637840637305
SCNN1A	6.86860652009208
CASP1	4.73464784717204
PRKAB1	5.25070771567548
THY1	5.98348799792348
GSTA1	3.20458147293063
KLK11	3.11122466064236
WARS	7.05667347725125
COL6A3	6.93036479033617
MTUS1	5.67803301944882
GIMAP4	4.45308753801188
ADAMDEC1	2.13345239317377
SLC31A2	4.20745638598865
SORBS2	3.40986284087525
PTPRC	4.31456239953095
TAP1	6.59202221971001
LAP3	6.31582559070491
ZYX	6.93878918861992
FMO5	4.33272941281134
PYGL	5.52463699048692
ATP2C2	3.83069139356967
PALLD	5.46059481429339
KCNN4	4.80321205134414
CCL18	7.15252214485557
STXBP1	4.59777130545774
