	S1	S2	S3
NSMAF	-0.0356946085188045	0.216538034442222	-0.257624515519147
ATP6V1F	-0.0665114113314606	0.325061585624054	-0.199120488395572
LTBP3	0.10943905895359	-0.0836193921055825	-0.331408327928683
CYBB	0.422045219316763	0.590826546215887	-0.343190350995663
HLA-DQA2	-0.0633374116706656	0.56758933304215	-0.614935318503012
LGALS3BP	0.126351307184219	0.318974385544998	-1.28994394135531
NPC2	-0.119134605330158	0.277724806262546	-0.167600479391303
EFEMP1	1.77286775370194	-0.0169955964705527	-0.735242546257972
MAP1B	0.442841720519955	0.0927306834559359	0.0115223143350651
TAGLN	0.880967431060309	0.0745397638120473	-0.404202809707701
ATP6V1B2	0.0979344911249112	0.202439447808925	0.0333478874279145
DCTN2	-0.031992974943835	0.264830163428482	-0.0592260557906424
CXCR4	0.301266250613518	0.428710151412657	-0.641546766909088
HLA-DMA	0.393670221375582	0.407722385077319	-0.542834295884332
FLNA	0.391561964658817	0.586435928293837	-0.300660661332063
FCGBP	0.000746846018048737	0.581943697923608	0.0031001592394113
MYCBP2	0.0312190237692818	-0.0338050685714415	0.0328188357821418
PPIC	0.00701294658557953	0.211066259316185	-0.183174214978844
AEBP1	1.32485806880449	-0.0566585149149606	-0.884157472507818
HCLS1	0.565338418332072	0.325688355123986	-0.444892233653168
PAM	0.535752052941804	0.370402202310282	-0.0554718007915496
S100A10	-0.339112534147764	0.147515054923322	-0.439259716633545
F13A1	0.821309835133749	0.311703344589638	-0.0784866380652809
C1QB	0.553818921309901	0.563336439731319	-0.50060162915426
GUCY1A3	0.62879999189362	0.235366947383619	-0.0886608129056239
LMO4	-0.0529429141388339	0.0152304504772692	0.206124652353252
STX3	0.0645690841526816	0.439808928477026	-0.188509057932412
STK38	-0.108852775016282	0.147157671947354	0.00493711316057134
EFNB1	0.386259601601343	0.245532627267553	-0.150572921429031
CAPZA1	-0.0962390835040798	0.206216147787876	-0.0711508850994642
MPHOSPH6	-0.0701988080693901	0.101676984178946	-0.0988237068008986
ZNF384	-0.24574293020534	0.163989546861617	-0.0943900930728022
CD74	0.313639139353117	0.520785930789252	-0.730507601957744
NBL1	0.641165547244553	0.610332834868509	-0.377676477899681
CD151	-0.110266294125167	0.350761718961471	-0.364428494061983
MTHFD2	0.313238321610423	0.560364765289539	-0.351809550303331
GRN	-0.0715003315191625	0.371861817998679	-0.100911827571031
RNASE6	0.579568030260748	0.320500793195141	-0.547839231266917
CRABP2	0.57952011461844	0.644021639461549	-0.0526170396316051
CDC25B	-0.15335247810766	0.498392143877591	-0.249785307695822
DDR1	-0.188985477289201	0.857353466999456	-0.799383830559199
PKN1	-0.0747099650753148	0.282135292372607	-0.547522554004114
IFI16	0.521593037796001	0.320961374179232	-0.307575705977077
SLC39A6	-0.134946198680187	0.421904315547148	-0.121040184309728
PKMYT1	-0.731359443091266	0.521033634004953	-0.167373382881192
IKBKE	-0.122814778788198	0.593680188269944	-0.751020548443584
COL6A2	1.05868166959576	0.24179273465048	-0.611062594112557
GYPC	0.520597924986522	0.127408854319021	-0.345619589529301
CYR61	0.915720829087193	0.0863662540425582	-0.00817972725357349
ADAM9	-0.0907893489691012	0.607554578443634	-0.16760997509252
ASAH1	0.246908272621696	0.315840098291735	-0.0563810637503699
GSTP1	0.743487553705337	0.599488395674224	-0.515631893290373
CRIP2	0.496087544339387	-0.0666991202221033	-0.219076304609738
COL5A2	0.201271523836628	0.340801345482745	-0.244078815334536
PIM2	0.057424242087781	0.384644216551761	-0.215370527864952
COL11A1	0.426655674014725	0.617494305055572	0.0355338449882036
DPYSL2	0.27383388849022	0.00883467701464543	0.139670332181642
CSRP3	0.0100688063492907	0.0529926035927245	0.00856368564043701
FCGR2A	0.287165515502547	0.476175075916769	-0.278675736860628
GNAI2	0.0306285956213485	0.0416217911877065	0.0429914984707554
RALGDS	0.20196047623153	0.202952776153304	-0.230107052086035
ACP5	0.221347079088706	0.183827700028273	-0.843591135006591
FYB	0.204584254452297	0.463850058524133	-0.179919875069043
LITAF	0.194132965171026	0.0416594299772819	-0.199387050991349
POLD3	-0.214968182352459	0.285096211329199	-0.00597683060812116
RSU1	0.0731445681278486	0.057191685569895	-0.00688125812255317
PEA15	-0.0829169025707209	0.263496633943124	-0.211724919468134
FHL3	0.090401317797929	0.394184115503336	-0.527269843016469
ANXA4	0.409267527603637	0.545332879213164	-0.245031810887019
CD3D	0.46796340385979	0.77662153524101	-0.625996697124731
M6PR	-0.103440954303439	0.243116975695814	-0.0696913400143513
RNASE1	0.607155921708208	0.265527644344549	-0.19873230983267
IGFBP5	0.606095705562084	0.0296503105613267	-0.192263399034687
PKD2	0.0256799438516502	-0.0249699560321573	0.0546883207436726
CTSS	0.207707314093095	0.143284581507634	-0.325499645370217
DGKA	0.16627898821904	0.264027361697972	-0.315333295339076
SLC2A5	-0.0971096677114026	0.710662491091684	1.05596463794227
SLC7A5	0.273213363341398	0.18898545629057	-0.113113957149203
FUT4	0.306560934558075	0.429749310374455	-0.285088080775346
CDC20	-1.14366524599321	0.911383374752017	-0.397353884819944
CYBA	0.761348975127005	1.12299144383792	-0.73974371091154
PRKD2	0.0640132481873383	0.202278083015945	-0.243839506027039
TP53BP1	-0.0125529727627284	0.185510691293658	-0.132161062211433
S100A13	0.12966648918205	0.291840787929715	-0.438285000956678
DUT	-0.208492337146656	-0.0572209711708509	0.250373243418273
IRF1	-0.0657192687166045	0.27225606634302	-0.159214275731333
SMARCD1	-0.176068682967334	0.260141154466863	-0.136916734240835
AQP1	0.744973272545105	0.012556708056389	-0.33279413376847
PAK1	-0.318070768941199	0.0792463439723015	-0.36826515546715
CCR7	0.331510602690831	0.215287888720328	-0.178156184087974
TRIP10	0.239357939460211	0.366744380780723	-0.33042521689833
LYN	0.2359158169503	0.162190604973934	-0.263317198089835
ARF5	-0.0670120742547873	0.104579574907208	-0.0832532157987797
FGL2	0.480321560140063	0.260185618781724	-0.202886788394507
CXCL1	0.770930390742675	1.00509164034473	-0.532025863906418
GLIPR1	0.316114060508107	0.302554017071135	-0.0552663499870191
PSMD2	-0.111964612088096	0.181491667807887	0.0300622257969806
CCND2	0.191185833227115	0.363169299282547	-0.118832467800259
AIF1	0.405107076599525	0.423353551692429	-0.541710698233356
PAPSS1	-0.21398909394314	0.196556983535964	-0.0460388771432284
SRI	-0.109187062030602	0.0823652710452989	-0.342822215584175
ME1	0.199889016368441	0.10410594943743	-0.0510261630999779
PLD3	0.00250384368563597	0.223202542740021	0.0577133422200712
DUSP5	1.08408679927409	0.425952487748897	-0.370035704216874
DNM2	-0.0658543680739896	0.143502032143012	-0.0567561955334372
ADAM15	0.124143419384137	0.126376213326687	-0.0736232935727698
HLA-DOA	0.540990236563732	0.611113112739446	-0.293398099023694
GNS	-0.119985399454099	0.150951012656151	0.0311724014267042
RCC1	-0.182077572566505	0.248826364819501	-0.0820639890126745
RIT1	-0.151271596751255	0.283747076046632	-0.150671718702198
PPP4R1	-0.0700706861301627	0.220800226188699	-0.179333107089693
RHOA	-0.131245935438794	0.189055521763496	-0.0124238156370707
MFAP1	-0.0815126303860559	0.0623859766452129	-0.0215521090288062
ATP1B3	0.0940658174856876	0.517440936325995	-0.348379707561438
PROCR	0.811243380561502	0.262733536587728	-0.267280138380673
ATP6AP1	-0.148248084336264	0.206826150651869	-0.0997558095718872
DDX11	-0.509287969647567	0.285790829320844	-0.160976407856522
LOX	0.311627918826219	0.501505275110694	0.203346092416571
LGMN	0.148449212189681	0.182441306103052	-0.0485659777544017
CD48	0.532931148740938	0.461434937760808	-0.463104870221712
ITGB2	0.33260961954749	0.501428530726471	-0.415482904549791
TFF3	0.880039656111656	0.554201428500834	-0.351118256392487
DGKZ	0.000837600029148424	0.209628521344292	-0.228638901153127
RIN2	0.179195590291871	-0.0449812878702296	-0.0804835387014505
SLBP	-0.23875711156613	0.227631424837652	-0.069330620634836
CD8A	0.589471084882068	0.641355656297591	-0.137010723984147
RPA2	-0.134360477812825	0.131263144189365	0.0295264114645023
SPAG8	-0.136162815427457	0.0886040313230907	0.0277716447627338
CYFIP1	0.00444080115292007	0.0444917599697163	-0.0591773956748743
TNFRSF1B	0.4230084922638	-0.0929629430649886	-0.0774846026224046
RALB	0.156267991907301	0.188597427258743	-0.102199426282907
IL2RB	0.130701843760656	0.347827327132198	-0.0114440306306136
PGK1	-0.0532287722050818	0.316772884811872	0.0149355913245838
CCL3	0.28750977877647	0.189710370780709	-0.305296929323652
PPP1CB	-0.0558312596676212	0.0935502835544838	0.100373848594458
IL15RA	0.226770073022364	0.235018245173973	-0.494098848029884
SLC2A1	0.00937555954889314	0.480062064888515	-0.121211008690788
AP2S1	-0.0121925831509194	0.188374017382127	-0.11667629722292
LTF	0.861132379458484	0.145348013520107	0.135266248371254
AKT3	0.443419660556261	0.224863989032266	0.20027018751538
PRMT5	-0.116100153596512	0.0160816049259654	0.0898598812747503
LGALS9	0.338515188473298	0.54724564802529	-0.630537717812454
ATP6V0B	0.057808751772965	0.188302165869353	-0.144621207315742
HEXA	-0.0742106402441115	-0.08570769692483	0.0935192423512749
SMAD2	-0.0587561426181616	0.127121679112073	0.0135952307240143
CHN1	0.103197208318753	0.279638058873258	0.0899625571244134
DDR2	0.178893779094316	0.0797962259433123	0.323629460170453
PPP4C	0.0547633897930611	0.112156765705794	-0.103992403272208
COL2A1	0.255394006710342	1.33051753720441	0.506096459980029
GPC3	-0.96804147715852	-0.0511233807267681	-1.25223142478554
AFP	-0.15468764763006	2.31732252844881	-0.534503842785439
AHCY	-0.153679130366282	0.149225542349019	0.0813611864569932
TARBP1	-0.486179243348211	-0.0552388396044882	-0.137273605133864
ARID3A	-0.0714535982800082	0.736871081974243	-0.204559447670403
FGFR3	0.0329085312594854	0.422909275029969	-0.497193816408214
SMARCC1	-0.266220797738532	0.247043351564072	-0.0853189117520601
RPS5	-0.190926331910495	0.568174346109778	-0.190372056012496
EIF4A2	-0.407248968133004	0.0700206674402541	0.0996903520141211
TRIM26	-0.134266060637298	-0.0921259041809122	0.163071000244492
PHF3	-0.20995406968266	-0.0161108123346615	0.149171840156082
FBL	-0.171154526584091	0.51507718565744	-0.278734781799659
SSB	-0.14084752853718	0.256110284828908	-0.0737820874539738
TTC3	-0.0864571671149614	0.100201573557687	0.0291676116620482
LBR	-0.236264166677843	0.257987260660935	-0.109866873040312
SNRPE	-0.173567083492725	0.237847789453045	-0.252396006922365
GLUD1	0.0691889868065412	-0.123847833507677	0.0803676724176367
IGF2	1.25180807277339	1.09593822204154	0.0359730977195145
MAPK6	-0.263465223336463	-0.0492140783480779	0.130034207259746
ATXN10	-0.0958161632145388	0.0628791487258794	-0.0751733067859296
RPS24	-0.254817939109611	0.420769165265461	-0.391972395475301
DDX18	-0.063668408640464	0.0666837709285432	0.0615818446669919
NCOA4	-0.154961465024113	-0.143445550798715	0.149021103982346
CSNK2A2	0.0303261683801764	0.0313705726407546	-0.0354277873877145
EIF4B	-0.172617653558893	0.165727029746255	-0.0597008474488305
TPR	-0.3047361445797	0.116420814076911	0.0253603822151759
CSE1L	-0.254065565802133	0.237716791685345	-0.0560001310343886
SMARCA1	0.00566031347528865	0.0329003566266732	-0.148199855839503
SLC6A2	0.758674311837834	0.328729945067567	1.23409343373347
RPS19	-0.213939643906245	0.472043621981781	-0.401198163729034
TM9SF4	-0.135055910653334	0.0926551731940514	-0.00139824625443497
NET1	-0.221038548540656	0.0225120696370799	0.0996486998011029
SLC6A5	0.00762653213885061	0.0100423574528722	0.0102215219660639
TIAL1	-0.0900386315621672	0.0380127598327673	-0.055132573786863
CHKA	-0.463475214245959	0.286261291859174	-0.132316568232492
HMGCR	-0.355496506345642	-0.00391991604500406	0.0993045431519661
ADD3	-0.174354885564044	0.238564660396872	-0.142868140550661
BRD3	-0.202199349933511	0.108297908512219	0.010829161330548
PEG3	0.346666645673204	0.792955718825905	0.369085405083554
ERBB3	-0.319799423353962	0.000150361396261972	0.0191569731125938
BTG3	-0.281705667254542	0.0738084883706113	-0.0653572089956689
ATP2B2	-0.0614426254095231	-0.609069246762665	-0.15592314916411
RAB4A	-0.0447894967305387	-0.113080810184239	0.125082184091492
IDI1	-0.220995725578263	-0.0315903463679598	0.278082892552412
ABCB10	-0.126993565395138	-0.108670242839819	0.167450517122321
PPARG	-0.169119960253244	0.212895758122786	-0.15189687561124
TP53BP2	-0.155379676873683	-0.100092181083904	0.0414059192969669
CXADR	-0.384769409402564	-0.129650719873122	0.297431945180049
PLXNB1	-0.15093289489523	0.00175265060145077	-0.173445696293892
CASC3	-0.215721753145173	0.0150824657933866	0.0638006112042157
CPD	0.0211541277149498	0.333313923226132	-0.215893465641483
ATF2	-0.3211751155258	-0.0821358158849106	0.181533672387471
ATP2B1	-0.146076514584705	0.33034749079162	-0.0975837865044875
FLNB	-0.0339639407877926	0.0274090161906167	-0.0284359536605403
RPL24	-0.162740583194276	0.285825021712049	-0.18497132806277
DEK	-0.570186596064882	0.284667953343319	0.228740312226549
DDX1	-0.104180068606722	0.103799010132874	0.081829337524996
BCAM	-0.0749269118209092	0.224932464968031	-0.457012924942672
CSNK2A1	-0.103140452286889	0.351340921962549	-0.0450559502405374
RPL31	-0.190800105531166	0.201498398873116	-0.271130953468555
RBM39	-0.217900045492674	0.0863422105282763	-0.0759881817496338
BCLAF1	-0.0310360247581526	0.107447171491752	0.0257805529081015
MEST	-0.159886431634369	0.207165916726892	-0.231859199702599
TIA1	-0.30417560878891	0.122874843136775	0.029021973043207
GTF3C2	-0.146481264906717	0.224400594740878	-0.00252288109692145
TBCE	-0.206141436560483	-0.0692495060072282	-0.041811409829225
KLF3	-0.0409515808294557	0.00481782990902322	0.131736267770013
H1F0	-0.355940188466355	-0.172559324537879	0.118782156268997
SEPHS1	-0.125270822538539	0.127016174225369	0.0813301725354029
CD46	-0.197432899580175	-0.0035879215044315	0.0454132752748518
NUP153	-0.35736308995203	0.0254218419229364	0.156160876794545
POFUT1	-0.287988399415737	-0.133231792317955	0.150142836878498
RPL27	-0.502195303480187	0.272463949940273	-0.322626455644339
CDK6	-0.153060567534906	-0.0416498508966932	-0.0593048207212196
RPS25	-0.434448005812826	0.0848515822550427	-0.179273629468763
NR2C1	-0.298007608005208	-0.0538777377009908	0.0190994339171356
CLK2	-0.276584256524633	0.0820647093441492	-0.0455991522074031
ITIH2	-0.220642006027257	-0.588516796410907	0.0365929803742344
PPP2R1A	0.0632438938520105	0.322788198214373	-0.219370075079076
FGFR4	-0.203249974731914	0.206454781657467	-0.501381814577731
EP300	-0.301669384078422	-0.0678029134593021	0.100375598128198
PHKA2	0.0376200389932159	0.071876370337908	-0.142868054204715
RPS27	-0.687196940369006	-0.232639609077362	-0.66105074578216
PTOV1	-0.114617111836547	0.197647794134933	-0.118557898423107
PIGC	-0.349111958190059	0.18531004505158	-0.0828001628311899
SREBF2	-0.333316268458136	0.111656295671822	-0.076517107500064
GBF1	-0.162040628722798	-0.046836623353919	-0.0494013391193576
ACP1	-0.153296840863198	0.0935867697065412	0.0789640789955323
SNTB1	-0.099394455315868	-0.265691075215596	-0.0114544583176676
NT5E	0.110481152180327	-0.03881498073989	-0.237473905596804
IGF2R	-0.0580147635378653	0.047251527450069	0.0808182940248753
PNN	-0.263059255842229	-0.0312944171525777	0.00826902149944243
HELZ	-0.283615119619172	-0.0471394765916948	0.169957017969159
SUMO1	-0.0386627196945619	0.039768403489821	0.0101482733050047
PRDX3	-0.0653634826209363	-0.220405408638956	0.046454884339768
SUZ12	-0.439889026225487	0.143146115397768	0.137103500034721
ATM	-0.130786539345057	0.0210714498168446	0.0662302506584076
CTNNB1	-0.252748335549732	-0.0332903380824372	0.0959182255453837
ENPP1	-0.0750485850912343	-0.49119639240569	0.337537377488695
GTF2I	-0.418900504091251	-0.162458687039078	0.168842349815848
CUL4A	-0.0749833513533846	-0.0309225471649679	-0.0144133438705738
ABCD3	-0.0607438861276233	-0.118371766359026	0.199821364827826
NR5A2	-0.100002591306994	-0.229313317656133	-0.122264485840566
ATP5F1	-0.0397979987084314	0.0514419816498361	0.0196088388431867
GNAI1	-0.441940927278118	-0.0358102442511578	0.351541696076677
GCN1L1	-0.146177792350155	0.144615183978089	-0.0378414406774384
TFIP11	0.074120074078909	0.103305562703653	-0.125267865461995
GLYAT	0.315359188691251	-2.70888150701035	1.07334792110997
SERPINC1	-0.352601063549261	-2.45460323730577	0.393164929288081
APOC4	0.12535203836488	-2.33740448602922	0.61636386049915
MTHFD1	0.219053160082512	-0.738368965407659	0.730302729586729
GPT	0.966956092751007	-1.05057124985292	0.509244884114837
HPD	1.10658067832245	-2.83599788660451	0.394747856700164
SERPING1	0.274404390460309	-0.815343595268316	0.250932976521179
PCK1	1.23600234184765	-1.99553200412504	0.645845943114212
HGD	0.678045257112467	-0.853083394852871	0.631461005769891
CYP2C9	0.51568076489512	-1.87499339035947	0.494946041093048
DECR1	0.240975980076772	-0.28250396349307	0.0915999105479976
ALDH6A1	0.338785563281896	-1.06447826533316	0.812851016312875
CYB5A	-0.112444844714007	-0.815516514205664	0.52024479568761
AZGP1	0.274560916968987	-1.30542555487472	0.882612305297568
C1S	0.335074421624161	-0.555796327050472	0.409335638642681
SOD1	0.14160279269656	-0.526883541389072	0.409202999698666
CES1	0.126936284381471	-1.21756835828485	0.501062766852298
F11	0.240495716343299	-1.01650475117649	0.539145159116929
CPB2	0.0749969367134849	-0.960626255766313	0.521023400407986
PCK2	0.0650618867239642	-1.13546240840179	0.647554005154276
PON3	0.314898108916524	-0.847286753506717	0.406101041816763
APCS	0.551304230299927	-1.15877105297394	-0.0221394750147707
PCCB	0.228977413041785	-0.371438112112706	0.216262678747977
ITIH4	0.544316652468947	-1.19233409117132	0.489334982132987
ALDOB	0.455700676132183	-1.77293111823308	0.408995461246028
ACAA2	0.0981556730603525	-0.408855544385107	0.517118161418846
C4BPA	0.587674219511223	-1.13323723658572	0.233459947038964
SULT2A1	-0.0996639112814727	-1.91609640589227	0.601953162534414
CYP27A1	-0.022327286440555	-1.0451569233024	0.0389955452044159
ACSL1	0.157821927593674	-0.882797811882124	0.619423707183493
CTH	0.887675810873036	-1.17274809263108	0.976161146700295
VSIG2	1.07546818497958	0.222316749735313	0.947907201096626
C8B	0.449465781793471	-1.00544412699974	0.178394502841137
SELENBP1	0.0568427520999424	-0.908035085347366	0.716300987328659
ABCB4	0.152943232641177	-1.53058743690387	0.811177727725274
CAT	-0.160119421445406	-0.59049629938118	0.522685359578887
ZNF160	-0.265239593842729	0.0585291620055676	-0.093899886226615
C1R	0.432164882155732	-0.447297931715106	0.266000109110473
ACO1	0.241555169319051	-0.323774183797902	0.360568807759418
PCCA	0.217539585472163	-0.398774785392279	0.15871311801189
ALAS1	0.353396174413504	-0.539712761554478	0.467414338486282
SLC23A1	0.0679158325173382	-0.427679756162296	0.00258496333476531
SLC23A2	0.509677018989553	-0.387737165614217	0.357013731886353
FMO4	-0.116192618740689	-1.04075278670072	0.69145977622405
HSD17B4	-0.112010925286519	-0.511037586984897	0.348805831341496
CBR1	0.0841701907161236	-0.413696318721983	0.461103325272682
MGST2	-0.0308747544474539	-0.286113463199726	0.109659559149301
BDH1	0.220094870193918	-1.31567710817665	0.223420780461502
SBDS	-0.0180857401692254	-0.121829140238962	0.114998133873272
ACY1	0.146442170267834	-0.541595940975682	0.3443062890664
SHMT1	0.391481635489735	-0.943550049357292	0.504509822218505
TST	0.0650550445988072	-0.643285440079057	0.399360690516861
FAH	0.332432454004803	-0.591278345250547	0.163061626162518
RGN	0.189472336991262	-1.07803560387969	0.266870427961989
SERPINA6	-0.0670962049540647	-0.705279423495148	0.0579487915620056
ADH4	0.722304910685219	-2.85467390337622	0.591050203991432
AGXT	0.365443515745281	-1.9306279744524	0.596297713354341
SDS	2.38161939742163	-1.49771600147835	0.586493201761574
FANCA	-0.459777822433227	0.0352230261149523	0.0263265950831317
EPHX1	-0.335869122277513	-1.20805497746584	0.214339844371615
BHMT	0.310296404104994	-1.8287602171644	1.33099391662597
BTD	0.132411923426416	-0.443407060212191	0.514319689329286
GOT2	0.395037050776381	-0.381532249274253	0.300767453208559
DAO	-0.294450266806176	-1.58048762377752	0.712963122774854
MUT	0.0953595333742466	-0.449656189782703	0.505997590881811
ALDH2	0.282162694795504	-0.742831203222034	0.6597132633318
CYP2J2	-0.0362611692406136	-0.904450775350915	0.337100824239586
ECHS1	0.254057427204988	-0.449545950746795	0.247775852352924
FGG	0.459712010618216	-0.74215808567143	-0.0722742956236164
CRYM	0.409445142395865	-0.690490979505929	0.189993082220419
ALDH7A1	-0.0464580766124727	-0.659744117590752	0.312923250363665
ADH6	0.317524048160688	-1.1524743010674	0.401024785024325
SDC1	0.190649107047638	-0.384880659255283	0.455968252423141
EHHADH	-0.0875141389265566	-1.16231218978322	0.814139762689857
CD81	0.227596348842946	-0.214276785583323	0.256679454180822
PAH	0.122568652633582	-1.26539587671041	0.467890759951334
SLC10A1	0.335915150559425	-2.68215862277941	1.0782252601436
ACOX1	0.154809290868793	-0.461381068129622	0.483757102850462
RNASE4	0.196235763069579	-0.596714886982184	0.301336477470847
ARG1	0.642036154930342	-1.67987700520945	0.0313232758200829
BAAT	0.123855234150937	-0.990175772410151	0.671441713278882
IQGAP2	-0.16606991886883	-0.468617901085881	0.297632886748029
SORL1	0.1363343825889	-0.651964446200214	0.448135532581539
IL32	0.730862898482611	-0.0450201613718174	-0.422551998179706
NNMT	1.69376512429443	-0.137876530357724	-0.572104785467383
TINAGL1	0.353891118851931	0.0480745839268497	-0.108602775456959
HAAO	0.213617177772546	-0.921095456719682	0.449509287243079
SPAM1	0.011061055980862	0.0161370784316636	0.0217913506283261
NRG1	1.29678718706508	0.297583340213537	0.787318183275517
AQP7	0.269550157868785	-0.804578044123869	0.235994413019682
GJB1	0.0801320923880291	-0.475318623167801	0.087849181205591
ITIH1	-0.11128821716561	-1.37669042956191	0.227140031520942
SEPP1	-0.304243630305333	-0.837676643895097	0.704489290487874
PLGLB2	0.54242168588121	-0.701354023230583	-0.1770561396095
GHR	0.442756887783347	-0.798670211419823	0.607364085277883
GSTO1	0.0858146428537721	-0.251639266829193	-0.0714197581589576
CYP21A2	0.614051365037135	-0.117613539788274	-0.316168140680299
IGF1	0.346676755024928	-0.838082307892552	0.515983635324136
SLC16A2	-0.0405715035019695	-0.871408559222054	0.402212037660829
ATOX1	0.0563494271796007	-0.30285117523198	0.123705194989925
HRG	0.237359383152567	-2.27779464074705	-0.0182165164469603
FGB	0.387372736620668	-0.915974105944672	-0.312030266323828
ALDH4A1	0.458770228927495	-0.587653299797521	0.168197812844232
F5	-0.225184005714533	-0.730028939752152	0.393426161795281
SLC9A3R2	0.22167014413394	-0.363060406171854	0.0859035389819244
COL18A1	0.0874444313083101	-0.491492275662643	0.14692473327853
PLG	0.247280614883108	-1.52899294088778	0.735636099708698
RARRES2	-0.103664600275379	-0.88910582796674	-0.0434334895422676
