	S1	S2	S3
CCL23	-0.053428554119845	-0.102054696094585	0.335425676233784
CCL2	-0.23555283101551	-0.103990855219643	0.628361859740624
CCNI2	-0.0327465186269082	-0.0104954198576138	0.269661992587245
CCNJL	-0.220390640223033	0.200482671930332	0.15710004090302
CD177	-1.06492953833501	-0.250003915212621	1.25512989670496
CD1C	-0.0615691193112977	-0.0261577553164988	0.216243823839638
CD1E	-0.0919671448618404	-0.0172656068311467	0.340108802857578
CD207	-0.253001756294613	-0.169963199703979	0.53225737227139
CD38	0.132905904055671	-1.71530040581069	0.863493252420971
CD40	-0.25842062514331	-0.498091245458707	0.508253483246359
CD8A	-0.173141589167861	-0.194405123539655	0.309116069310561
CDC42EP5	-0.0867085647443025	-1.0809227488638	0.39113641048025
CDH17	0.106943990601229	0.104558144088027	0.252520159311533
CDH18	0.0236860021084635	-0.0153395048099418	0.0795657826877765
CDH19	0.0862036112621819	0.0226737936794808	0.213739516442668
CDH22	-0.170873602724981	-0.0857918574229939	0.433137113920822
CDH3	-0.347052827313705	-0.227278963148886	0.562202770224425
CDHR1	-0.124723541844305	-0.0513275613909804	0.291101806121103
CEACAM1	-0.388112049208412	-0.125619817452674	0.500849093560551
CEACAM6	-0.108682620830229	0.0787690025589653	0.650831614989363
CEND1	0.0172676333506458	-0.150128936195808	0.275272237176678
CES1	-0.219151513887966	-0.524816345218621	0.408990728496382
CFB	-0.430091910536882	-0.49394558625099	1.09075605776584
CFC1B	-0.0203836966495095	-0.469844008539619	0.685497162658103
CFTR	-0.281112173141319	-0.0507677529516775	1.02790744849739
CGB7	-0.0257900189894298	-0.0336131227567608	0.200158934615876
CHAD	-0.0281672375515051	-0.0692055540831732	0.283944308998096
CHGA	-0.746815739120214	0.143839331541332	0.825149933042046
CHI3L2	0.00410556078682922	-0.114219139200154	0.985726954423517
CHL1	0.176799557198998	-0.0540151954116484	0.441471859424488
CHODL	-0.0376214236658053	0.101203980606809	0.368928460305336
CHP2	-0.136864208253659	-0.121115503420469	0.760964513952555
CHRDL1	-0.114267364763895	-0.651635142955527	0.642700411584217
CHRFAM7A	0.103504142858757	-0.119931365407906	0.348056656200218
CHRNA7	0.177968667484604	-0.0877514421217776	0.458476888858761
CHST2	-0.110648151015044	-0.438331132113785	0.614000386141638
CHST9	0.123225638982735	-0.0666066564864077	0.422853519409413
CKM	1.22149893693704	-0.375710546015368	0.576145122297846
CLCA2	0.117087822666583	0.0708216192152974	0.733934400029736
CLCA4	0.0343099923420076	0.0735061870150828	0.902280082983769
CLCNKB	-0.00484221647673817	-0.0162307868054264	0.0970118128036433
CLDN10	0.0962625740177432	0.417013806917983	0.449072904330716
CLDN11	-0.254581366547926	-0.14958425686898	0.360862612628076
CLDN1	-0.764663517722843	0.27222461504953	0.583259995756265
CLEC10A	-0.10338687840824	-0.147730345282218	0.328645646964821
CLEC3A	0.191970121345987	0.259341466504221	0.835206997006514
CLEC4F	-0.0293241979752284	0.0149464488375483	0.0910926431970906
CLEC9A	-0.00165571265421956	-0.0392532294858033	0.179944278600246
CLIC3	-0.145285179348275	-0.239541034414489	0.21213517505878
CLIC6	-0.200329751807588	-0.348814927755288	0.480410327676002
CLSTN2	-0.0382218159899777	0.648209849134972	0.758554440504672
CLVS2	0.0936367508142079	0.0184132557870594	0.438333386952082
CMTM5	0.109250705008907	-0.097915366751415	0.115608271676857
CNN1	-0.48474653102616	-0.808560912887151	0.508716622822222
COL13A1	0.199237825066272	-0.168089691305893	0.170251508619767
COL17A1	-0.776947867798727	-0.768176908873613	0.873359794168562
COL22A1	-0.198000101933377	0.0857092083805978	0.607860155042851
COL23A1	0.04676820910303	-0.26869315002641	0.391294359183259
COL27A1	-0.130585794102161	-0.011120831031391	0.471649142719205
COL4A6	-0.0443838487808307	-0.671076950566971	0.672823266793334
COL7A1	-0.336191045580518	-0.374504143543173	0.183617952319374
COL9A1	0.0792536844545981	-0.00603993549686817	0.919328238461466
CPA6	-0.321212362094273	-0.282402105020621	0.915044744108536
CPAMD8	-0.585511984715846	-0.343625963873924	0.628782718908207
CPM	0.0439914437813184	-0.225676513760926	0.74135432384456
CPNE6	-0.00234874130088934	-0.267057092407729	0.836210655850916
CPXM1	-0.316053100779124	-0.59460588424179	0.516365118030191
CP	-0.756239747122704	0.0423815509693311	0.599088385806084
CRABP2	-0.447740388612257	-0.432245920626402	0.620627049851649
CRHR1	-0.0188374963857389	-0.0117515695853302	0.0851964542141516
CRIP3	-0.0488929126295466	-0.269561636164762	0.464026833321108
CRTAC1	0.0396501483069905	-0.104685517790879	0.321003395607056
CSTA	-0.318265056224529	-0.453440623679255	0.613469035492873
CTF1	-0.215659786885588	-0.474993206319312	0.389336465481264
CTSG	0.207888330676938	-0.27294320271231	0.340646100609418
CX3CL1	-0.258931824852192	-0.368121855859115	0.693357367166953
CXCL17	-0.815371183766255	-0.491152312485301	0.886985640099171
CXCL1	-0.348861546627454	-0.263697124982762	0.977233912107464
CXCL2	0.0605837985288194	-0.123784827171882	1.16640232397941
CXCL3	0.261054039756638	0.135529239266945	0.71650674714511
CXCL5	0.275919359494075	0.186435711492338	0.780039167708889
CXCL6	-0.106619055670135	-0.131202548052018	0.745885768601366
CXCR2	0.0276446609614198	-0.0217602464943501	0.351227271862672
CXORF57	0.00282687005203474	-0.0582861377873788	0.148630673674119
CYP11A1	0.14378949541197	-0.0770581673231816	0.11952282183206
CYP24A1	0.045312309164097	0.150622741566922	0.675381974341412
CYP27A1	0.187235606200413	-0.838607893580158	0.871900596421431
CYP27C1	-0.0204099708510827	-0.0273187765543705	0.0675644785869697
CYP2S1	-0.100424002784217	-0.111434017243823	0.298510342304822
CYP2W1	0.0336584535323583	-0.0714006923381907	0.334675042104277
CYP3A5	-0.0960281893073954	-0.561630450805154	1.08414908314516
CYP3A7	0.0296527356681181	0.0424072748390136	0.273791630515738
CYP4B1	-0.381919951175203	-0.548009355641066	0.960033712694058
CYP4F12	-0.0325732634408407	-0.335049086869757	0.474440409679915
CYP4F22	0.00199566757580773	0.0736528535799085	0.451665727492954
CYP4F2	0.98792901861489	-0.113636675244063	0.864069033678018
CYP4F3	0.254956461274459	-0.0287269703565557	0.225009258200663
CYTL1	0.0597645954395958	-0.299971141826347	0.302318586755054
DAB1	0.117580421434351	0.262982805937908	0.341288768907003
DACH2	0.497693256134657	-0.0240809895625881	0.274443816977075
DACT2	-1.41868643232988	0.871718451624485	0.129049066702137
DAPL1	0.173599906395859	0.401595093595486	0.894382472138112
DCHS2	0.00279691084779578	0.00920235283522933	0.179550247194214
DEFB1	-0.855800519956188	-0.707585551068902	0.692397495669603
DEPDC7	-0.157743208819155	0.114000225371781	0.253930453644603
DES	-0.453163644117396	-0.790996751865648	0.458932014416528
DIRAS3	-0.107661733007814	-0.242782800081859	0.295610188140505
DKK1	-0.051612666947621	0.06522229821503	0.593523114838795
DLEC1	-0.00883847078662628	0.115514110148647	0.136710024505228
DLK2	-0.814233143368569	-0.611135143970465	0.822446278637108
DLX3	0.0349001963794584	-0.0831184272642441	0.193740487604572
DMBT1	0.125716220152724	0.0745929514974893	0.400015805117753
DMKN	-0.692283818865502	-0.653395893297543	0.610827545338082
DNAH11	0.0165352926696404	0.068994375257612	0.0670889718475189
DNASE1L3	-0.0414186991850131	-0.208309016686544	0.279960095336842
DPT	0.201153795594404	-0.828721013970874	0.413804181257931
DPYS	0.722340169336408	-0.419264978286018	1.05001892801135
DRD1	0.0721432286364523	0.0316679951063615	0.301855392439491
DSC3	-0.452218998471994	-0.152976566985861	0.905581301458332
DSG3	-0.00769298718702623	0.0285606510090898	0.384322677766235
DUOX1	-0.284909314911941	-0.330297410621203	0.886133114690591
DUOX2	0.0546752258077365	-0.0321278778782013	0.724543819181899
DUOXA1	-0.34490587862114	-0.487527077447846	0.880936070799601
DUOXA2	-0.00755043337999838	-0.113994448174765	0.4535861832726
DUSP15	-0.092555351420884	-0.0848562814158006	0.209942169560923
EDAR	-0.0548866611045505	0.243671551828437	0.288934728623891
EDN3	0.16277755552114	-0.191196870520992	0.514666470539842
EDNRA	-0.155448431430007	-0.325399818849723	0.509825089187734
EFCAB1	0.0267727317300143	-0.20518498381185	0.34684222009081
EFEMP1	-0.231616348607965	-0.362794564430825	0.475264032329797
EFNA5	-0.0867264686592836	-0.146468217578384	0.398234436554522
EFNB3	-0.252500643557831	-0.0944170009541559	0.359870527505596
EFS	0.0989271422550051	-0.716080141226355	0.551053618744852
EGOT	-0.0465545626111801	0.0148451504964474	0.194810556454516
EMR3	0.0122598262397324	0.00877783818294061	0.103168763996135
ENHO	-0.0257918357790551	-0.653946646170874	0.386566150269718
ENPP6	-0.100317857549972	-0.0105510559334981	0.587764343870576
EPHA2	-0.0816958974723819	-0.14125340501379	0.680200888640877
EPHA5	-0.0510955976675075	0.501862785725662	0.558151401632541
EPHB1	0.129438659457944	0.0407999681050812	0.244650435224103
EPHB6	-0.431378103658573	-0.440204837468237	0.282570111622136
EPHX3	-0.137121575583892	-0.0457965399116844	0.418629063922588
EPSTI1	-0.110196246493252	-0.113518951202949	0.420731560170796
ERN2	-0.0255630623746656	0.0263298700549947	0.654756769696324
ESPNL	0.0112545571743936	-0.0137716595659413	0.12026812586265
ETS2	-0.101181029498094	-0.30697806733726	0.759953146881648
EVC2	-0.170322433434775	-0.15391827308871	0.30361140012466
EVPLL	-0.027408486910339	-0.0183323877986612	0.249482455892266
EVX2	0.0362078963263132	-0.00592910620504765	0.169357255412159
EYA4	0.00402796436094579	-0.124313857369184	0.315145719184571
FAM107A	0.0158056346074171	-0.686560848809739	0.503711812709728
FAM124A	0.124929765987604	-0.293091579756336	0.423061335971185
FAM153A	0.0823344986194647	-0.0510286550465279	0.125023995849303
FAM167A	-0.131453097647674	-0.0617483725045742	0.444994726898897
FAM178B	-0.020593120135466	-0.110919450063868	0.102436244426146
FAM196B	0.0387322973509294	0.00792408863690027	0.172845505202008
FAM46B	-0.107077773250799	-0.535946107375213	0.348016232318897
FAM83B	-0.0126890427765808	0.0362380338253234	0.548185100281993
FAM83C	0.0056830571388845	-0.00476082044100403	0.145192243988074
FAM90A1	0.0193743181285213	-0.0262114354274772	0.0811144551071237
FAT2	-0.16917394819938	-0.199243319179138	0.911813933120764
FAT3	0.126776811376139	-0.0996602821899295	0.349818362886232
FBN3	0.0174896930532349	-0.0167938277496186	0.137771468159963
FBXO17	-0.141790359673872	-0.559759691581501	0.515505764029049
FBXO2	-0.339404154925723	-0.141689809261585	0.303076770429274
FCER1A	-0.225516934019093	-0.216186426671394	0.433503334652489
FCGBP	-0.10519013097285	0.0802963121861332	0.784191157416975
FER1L5	0.00654900113737763	-0.0102250788424564	0.0436874217954324
FERMT1	-0.219703632745946	-0.140179825919724	0.428023636351152
FGF10	0.044886331906749	-0.0375020912683507	0.442458962349173
FGF1	-0.172099268241426	-0.0230041601608264	0.234388523073272
FGFBP1	0.0847513057549152	0.0507530856464997	0.8121573892999
FGFR2	-0.420388366244909	-0.762651479446905	0.900329616806257
FHL2	-0.309244513169082	-0.494834589948204	0.585469984571566
FLNA	-0.387014993320101	-0.592335197091751	0.598628290045037
FLNC	-0.155289587349796	-0.620697758183819	0.670209075923048
FLRT3	-0.590438269865314	-0.454163897382674	0.956183038947808
FMN2	-0.0108203297191396	0.0941993965586691	0.205079010526204
FMO2	-0.100702154311475	0.0320078430221754	0.607199392313006
FOLR1	-0.128004511173851	-0.181184731422595	0.647190307368004
FOS	-0.185635518985805	-0.447853343944491	0.769988957708809
FOXA3	-0.0759104056746056	0.0120482084357613	0.243980512957712
FOXI1	0.154295241217206	0.0508049038319647	0.869843879224748
FOXP2	0.0913709802513469	0.0286830402797285	0.368636850206367
FOXQ1	-0.222334788000642	-0.203148770071515	0.529650771948598
FREM2	0.14861761003567	-0.0682997591130241	0.319579272615234
FRMD6	-0.275875274202914	-0.229658903757293	0.513440686326414
FUT2	0.0407826624972894	-0.000644728887051512	0.517748455800589
FUT3	-0.0172444129000593	0.0912001723477528	0.264435095028858
FZD10	-0.304177063475021	0.110332724412263	0.343757185347908
GABRE	-0.238910283267551	-0.198182698209345	0.674189462544469
GABRP	-0.750006392363557	-0.258526588287726	0.761310439392186
GABRQ	0.0525551571037928	0.0539593317160738	0.277664691447976
GAL3ST3	0.0370781510245089	-0.0329134513639808	0.16298880857165
GALNT14	-0.374390829888849	0.203068093751793	0.244547395746843
GALNT5	-0.1151203970478	0.145877961038242	0.527887295316818
GALNT9	0.00417304410703485	-0.0203416540460088	0.167513525931352
GALR1	0.0222713891951949	-0.000196892908840134	0.144516467750512
GAS1	-0.179018902077681	-0.445926509762677	0.650532052349053
GATA3	-0.489922862087255	-0.38266777883928	0.819767148021356
GATM	-0.0797263456013929	-0.275466523862551	0.487142213627213
GCNT3	0.00212602691026141	0.141430174185797	0.313678592992908
GCNT4	0.0250692572835441	-0.00135489868634381	0.182293594965219
GCOM1	-0.164407630626766	-0.488846248001356	0.492377548691866
GDF5	0.0325856402518883	0.023903590698417	0.167223725661144
GDF6	-0.0697466913030185	0.0546840507027465	0.133037785307876
GFRA2	-0.0390636122302859	-0.0956111279374444	0.131536687518714
GFRA3	-0.0185695306189304	0.0180943317554922	0.181345578985599
GGT6	-0.39348720548533	-0.376742158121897	0.590655999250595
GIPR	0.00600986905388928	0.0669998307358201	0.227439299043718
GJA1	-0.292277617618689	-0.419968260644263	0.721223741913259
GJB3	-0.247649641826127	-0.17672333419882	0.677622305537862
GJB4	-0.143050608142922	-0.10960124708638	0.472603478924053
GJB5	-0.332876249330046	-0.304715769076049	0.777802961535709
GLB1L3	0.75911312223472	-1.01463345932165	0.182354617078694
GLDN	0.101104378546262	-0.0619500336915518	0.110187836996391
GLI3	-0.127449597288579	-0.0789047604995998	0.372607247458986
GLIS1	-0.122407550059327	-0.181390874505812	0.438298916329208
GNAL	-0.0202300923800832	-0.188227294023134	0.562411293099816
GNAO1	-0.12210768934882	-0.159532319230572	0.352214332617622
GNB3	-0.0287980198917419	-0.0911028150711496	0.093369132274771
GPR110	-0.857143660530744	1.54667168007263	0.738869033565021
GPR114	-0.0922184413386918	-0.0136268200003535	0.208844786693196
GPR124	-0.241936761945394	-0.382684360255502	0.480227049947479
GPR126	-0.326170706802203	0.0998719744762429	0.623326048035893
GPR144	0.056953340462567	-0.00240588088862302	0.115700044525805
GPR173	-0.00786483974271516	0.130596246620065	0.258904639634204
GPR39	-0.165446087785239	0.117923314438494	0.223163109304923
GPR55	-0.0304172724619631	-0.0106954010906363	0.0723337756835332
GPR62	-0.0278013866430454	0.0365623631494169	0.0645579540012235
GPR87	-0.503860498852977	-0.385568649865011	0.816615490375477
GPRASP1	-0.124623770603781	-0.356138025400529	0.464319982401276
GPRC5B	-0.0601449913368658	-0.303779794262056	0.50329703167618
GPX2	-0.222859817761969	-0.435295715618487	1.01287541212464
GPX3	-0.456915432290309	-0.472809612621054	0.63217259893418
GRIA3	0.413930267151363	0.0161705483439946	0.287435772682538
GRIN2A	0.00586748280825511	-0.0063412047587383	0.101073573479363
GRM6	-0.00326741362286304	0.0283767931892456	0.0457808587223868
GRP	-0.0155701953039434	0.158378405289377	0.450154947526561
GSTA1	-0.314425373231582	-0.417680211692163	0.959450222839042
GSTM2	-0.275529234142517	-0.750672970552213	0.501361149084607
GSTM5	-0.114324377107254	-0.584214178183915	0.253103391739395
GSTP1	-0.523785753762551	-0.727767644875339	0.809007664295009
HAAO	-0.200270354618302	-0.500242993458872	0.416354228846445
HAP1	-0.0426187490790469	0.017322275993937	0.153173356471241
HAPLN2	-0.00864315994825498	-0.151335730058958	0.119697993383083
HAS2	0.0999569804844118	0.0618345437329382	0.298815230058433
HCG4	0.175738084697073	-0.143853224814141	0.26444472676319
HECW1	0.274346849951254	-0.0185955028138718	0.391533521052765
HFE	0.09886030199148	-0.222527715625451	0.587618640614444
HHIPL2	0.230664634988939	-0.0427437579200543	0.235611308551961
HHIP	-0.270439565168811	-0.0245715281979131	0.229868281198192
HIF3A	0.1814098932273	-0.275313850951712	0.331217177180007
HLA-DQB2	-0.289737962593421	-0.128738772200531	0.325993538978168
HLA-J	-0.0610379040498354	-0.0104282884524698	0.2034661666534
HMGCLL1	0.245539592205135	-0.0235811759776866	0.135978235864051
HMX2	0.0292013314605693	0.0221388870139229	0.116555209230831
HOXD10	-0.262607521187001	-0.344793451649584	0.56571876055642
HOXD11	-0.395862689561517	-0.602018827205841	0.860214567489701
HOXD13	-0.214238800734947	-0.363461584667596	0.73864962743104
HPDL	0.085732423829713	-0.084069828901784	0.395417180904042
HPD	0.128599181615414	0.00310218138467936	0.254979190993285
HRASLS5	-0.0365825244713772	-0.0889333050383097	0.199431250895827
HR	-0.253723536926195	-0.136196261526526	0.333716805554703
HS3ST3A1	0.00741746240999591	-0.137648834322184	0.240598239240449
HSD17B13	-0.0948350607987862	0.170199784450372	1.15895993627403
HSD17B2	-0.00238738881020462	0.0836554363486321	0.389176045483351
HSPA4L	0.00882872659949186	-0.105288268811607	0.571068754373158
HSPB6	-0.0884889894469866	-0.731118017720567	0.447195609902333
HSPB8	-0.295042185995199	-0.861320662466444	0.579903805629244
ID1	-0.524319633430149	-0.484481582145978	0.822378445481356
ID4	-0.167170446946472	-0.488195969331592	0.532848104879252
IER3	-0.309282660167242	-0.277747967283957	0.508809873865492
IGJ	-0.24171431000019	-0.0296897644259678	0.864554871008072
IGSF1	0.186130539516326	-0.109056397565542	0.407298522924629
IL17RE	0.158119685127374	-0.737469569532218	0.339901197515378
IL1B	0.0665277241795692	0.0495053592844656	0.595952230742933
IL1R2	0.0622454582473456	-0.0841110710229548	0.172517047299703
IL1RL2	0.238188662712864	-0.10271101999931	0.281950904482929
IL22RA1	-0.0410716885594001	0.173578008501824	0.113506708727976
INPP5D	-0.134822628719086	-0.228109149875413	0.390240104130853
INSC	0.0321733410923972	-0.0221885967846796	0.0626275035032694
INSRR	0.0325799825209627	0.00680313606862149	0.170121400201218
IP6K3	0.158463368711482	-0.144914478243564	0.423456370476402
IQCA1	-0.0804524968810741	-0.0722338483310997	0.345039519524282
ISL1	-0.179276233673236	-0.201412106737213	0.224662735068001
ISL2	-0.0578115637540944	-0.00633700669446289	0.186152329313317
ISM2	-0.102189928257927	0.021333168359074	0.510275725686721
ITGA2	-0.0114556734239558	-0.0295322953183566	0.615685898703676
ITGB3	0.0931106536605907	-0.0284540016603628	0.479994418709744
ITGB4	-0.426187480139829	-0.421509268437875	0.808464322058746
ITGB6	-0.513233950182125	-0.187314507625268	0.753515874439291
ITGB8	-0.317939250042125	0.0786531671195764	0.637799047688416
ITLN2	0.0882943692137036	0.305051439014733	0.486807381216695
ITPRIPL1	-0.105861759220927	-0.125103431542719	0.446559474986511
JAKMIP1	0.0524591259588501	-0.452287809415447	0.55003186117379
JPH2	-0.103623478236318	-0.485644607412103	0.387720445662165
JPH4	-0.18032226925654	-0.611636125912198	0.572279199690771
KANK4	0.00137912920004166	-0.15251779890969	0.398381454848137
KCNB1	0.143789660129315	-0.0896272215776996	0.281444220476435
KCNC1	-0.0100706734182617	0.0228327153146892	0.0583598563881707
